i;T_Z;v_z;CX;CY;k;R;D_12;D_23;safety_radius;eta_vf;eta_apf;v_f;v_cruis;k_f;distance_12;p12_APF;p23;angle_1_APF;angle_2_APF;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;px_3;py_3;pz_3;d_3;phi_3;angle_3;v3;vx3;vy3;setPx3;setPy3;
0;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.2;0.5;0.5;1;0.5723284558157279;5.171790221508861;2.503928557122447;-0.014402067180375233;0.9441485562031563;-0.11827727407217026;0.11583270877599716;0.13105665147304535;0.5583981836564967;-1.3801137885082206;-0.014402067180375233;0.6370783826240134;-0.009174928481467564;0.6370123125138075;-0.11919476692031701;0.1795339400273779;0.2905634641647339;0.5163437724113464;0.10847003757953644;0.5251919300460478;-0.2687187028374951;0.9441485562031563;0.11415337352375804;0.09246399430698411;0.06694327780780257;0.2998098635954323;0.5230381001921267;1.1076003313064575;-0.5206974148750305;0.16638852655887604;0.8606869088940887;2.235209854284952;4.722381547560521;0.8646599222248488;-0.8646167538327082;0.00864002856891592;1.0211386559231868;-0.5198334120181389;
1;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.2;0.5;0.5;1;0.5715653517274049;5.169181206753124;2.4967230617629;-0.04415572418581418;0.9636811880413436;-0.11169610172510147;0.11536354571580887;0.14533518254756927;0.5518479350237516;-1.378688279046973;-0.04415572418581418;0.6363919559810176;-0.02809121723349559;0.6357716611737944;-0.11450522344845103;0.1789407118331883;0.29168838262557983;0.5202930569648743;0.12231792509555817;0.5287051233790764;-0.2646841786205104;0.9636811880413436;0.11397340423716801;0.09360604324075217;0.06502188510201269;0.30104898694965504;0.5267952454750755;1.1150392293930054;-0.5230275392532349;0.18518176674842834;0.8679845064341423;2.2320388831423896;4.732495056216328;0.865049112339102;-0.8648742683239916;0.017391571225981638;1.0285518025606062;-0.5212883821306367;
2;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.2;0.5;0.5;1;0.5693883369283905;5.171930017385644;2.491395862076191;-0.0547467883528186;0.9775362495129547;-0.10737330466508865;0.11826912313699722;0.16182652115821838;0.5481717537337476;-1.3719796164721672;-0.0547467883528186;0.6371151243507351;-0.034862585691076295;0.6361605786241278;-0.11085956323419628;0.18188518099941;0.29313716292381287;0.5229843854904175;0.14029747247695923;0.530927882041925;-0.26072432667822476;0.9775362495129547;0.11365851028626;0.09423682668584689;0.0635427215082383;0.30256084559239754;0.5293386576412413;1.1179720163345337;-0.5238009095191956;0.20498496294021606;0.8707748883970668;2.2306715353979665;4.736085549555966;0.8653355007788833;-0.8650925573546598;0.0205035635394296;1.0314627605990676;-0.5217505531652527;
3;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.2;0.5;0.5;1;0.5648121573902845;5.178656976591325;2.5088388273856737;-0.0620985836941671;0.9888078182010627;-0.10209633409976959;0.12365997582674026;0.17992538213729858;0.5441002654542164;-1.3603511485183613;-0.0620985836941671;0.6388785188068418;-0.03964795773393789;0.6376470820448816;-0.10606112987316338;0.18742468403122842;0.2952931523323059;0.5250256061553955;0.16327686607837677;0.5323507394606491;-0.2558228179300997;0.9888078182010627;0.11407670344766496;0.09529639796363853;0.06270638567675801;0.30482279212866975;0.5312962447230714;1.1031036376953125;-0.5367884635925293;0.226384237408638;0.8672059334417295;2.253016009455574;4.7520769794739675;0.8643934942618634;-0.8637128144107995;0.03429704279977877;1.0167323562542325;-0.5333587593125514;
4;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.2;0.5;0.5;1;0.5567693299796337;5.192988364751066;2.5177094608761257;-0.05755501647507261;0.9950308928299176;-0.09683023393154144;0.13298355042934418;0.1981087327003479;0.5409945000280221;-1.3414626956587887;-0.05755501647507261;0.6426050594641769;-0.036964728791532064;0.6415410129323976;-0.10052670681069464;0.19713765172258393;0.2975492775440216;0.5259935855865479;0.1849450320005417;0.5327218544846576;-0.2512657532302681;0.9950308928299176;0.11386322967521095;0.0955057200816825;0.0619959071532077;0.30709984955218983;0.5321931763018686;1.0907808542251587;-0.5416693687438965;0.24040591716766357;0.8607963927206129;2.2664437076458572;4.753818174645251;0.8639096754879274;-0.8631683836854047;0.035780844142947216;1.0044640158566183;-0.5380912843296017;
5;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.2;0.5;0.5;1;0.5512510493007857;5.207494374369998;2.5277255903792746;-0.03295595279300667;1.0032433564014205;-0.09573540091514587;0.14305062592029572;0.2112118899822235;0.542310041243191;-1.3229253974751567;-0.03295595279300667;0.6463347778272516;-0.021296722894601675;0.6459838191649643;-0.09786507320460604;0.20764900783679213;0.29940298199653625;0.5274246335029602;0.20575402677059174;0.5336514147522423;-0.24723446466556845;1.0032433564014205;0.11368828163569739;0.0958641133332604;0.06111544122482838;0.3089893933298623;0.533536177625443;1.0756542682647705;-0.5446158051490784;0.24787001311779022;0.8511569335026747;2.280491125713706;4.749593912431884;0.863359471839686;-0.8627620066637318;0.03211382058977749;0.9893780675983973;-0.5414044230901006;
6;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.2;0.5;0.5;1;0.5427358871590575;5.226152813971943;2.539413140941382;-0.002473384650259647;1.0012435137823894;-0.09406539052724838;0.15557822585105896;0.22386467456817627;0.5439095084574448;-1.2998414937639529;-0.002473384650259647;0.6510692189051253;-0.0016103429703811217;0.6510672274053177;-0.09422642482428649;0.22068494859159074;0.3020378053188324;0.5266098976135254;0.22077475488185883;0.5322218612382229;-0.24280900055630977;1.0012435137823894;0.11341767854308749;0.09551381416695558;0.061161107816842274;0.31158918673552793;0.5327260083952097;1.057037591934204;-0.5464307069778442;0.2571762800216675;0.8383264718273599;2.2966041403850714;4.740014999442558;0.8627121576136138;-0.8623829689160849;0.02383027103949105;0.9707992950425957;-0.5440476798738951;
7;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.2;0.5;0.5;1;0.5357757868811369;5.244114451996339;2.54403822338111;0.03545181873014758;0.9983494112598716;-0.09464076161384583;0.1672549992799759;0.2347140908241272;0.5477016190822347;-1.2795795201782;0.03545181873014758;0.6555595358949807;0.023235909849201538;0.6551476151191594;-0.09231717062892567;0.23276976079189182;0.3035028874874115;0.5257760286331177;0.2324923723936081;0.5310616077128651;-0.24050866499495305;0.9983494112598716;0.11290338885431384;0.09490410728486576;0.06115869222973207;0.31299329821589805;0.5318918978560909;1.0453174114227295;-0.5436944961547852;0.26089611649513245;0.8277639227896261;2.303529558386157;4.7245379171102275;0.8624544077108498;-0.862390760797169;0.010477646279229725;0.9590783353430126;-0.5426467315268622;
8;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.2;0.5;0.5;1;0.5305194973695406;5.260071187960507;2.553439405985555;0.08030188853234224;0.994616116537608;-0.09692877531051636;0.1786883920431137;0.24377793073654175;0.5532718209527138;-1.2609708433763924;0.08030188853234224;0.659492980020167;0.052901633877283145;0.6573677873374952;-0.09163861192278805;0.24442517077686324;0.3052085340023041;0.5247180461883545;0.24308481812477112;0.5296296602889713;-0.23785672415731282;0.994616116537608;0.11265222505475819;0.09446450965693337;0.061375729935073134;0.31465498496799743;0.5308556191818619;1.031626582145691;-0.5446425676345825;0.2660312354564667;0.8182804666962229;2.315582681828242;4.715453228508017;0.861927687583449;-0.8619236410013703;0.0026411561658762064;0.9454342180455539;-0.544378452017995;
9;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.2;0.5;0.5;1;0.5268613123795856;5.274364769569533;2.5609577599348756;0.12820566996885566;0.9921398210191326;-0.10052655637264252;0.18919391930103302;0.2506919205188751;0.5599722204994456;-1.2450615452531353;0.12820566996885566;0.6629718470890779;0.08476409685250814;0.6575307733615836;-0.0920501466873917;0.2549469966371914;0.30625590682029724;0.5240235328674316;0.25120651721954346;0.5287086087235411;-0.23624100764308195;0.9921398210191326;0.1123937673101496;0.09409585538869036;0.061468113106217324;0.3156654923591663;0.5301703441780534;1.0193150043487549;-0.5433350801467896;0.27082982659339905;0.8083760791065178;2.3247167522917938;4.701419066661809;0.8615037307359767;-0.8614518950040222;-0.00945043205285091;0.9331698148483527;-0.5442801233520747;
