i;T_Z;v_z;CX;CY;k;R;D_12;D_23;safety_radius;eta_vf;eta_apf;v_f;v_cruis;k_f;distance_12;p12_APF;p23;angle_1_APF;angle_2_APF;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;px_3;py_3;pz_3;d_3;phi_3;angle_3;v3;vx3;vy3;setPx3;setPy3;
0;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.4;0.5;0.5;1;0.42673823000750777;5.5432787225553195;2.7395787377463265;0.4790655643490655;0.9720620955800225;-0.1280144602060318;0.2601805627346039;0.11475222557783127;0.6115312353177326;-1.1493231786047686;0.4790655643490655;0.7206824687655199;0.33219868082149107;0.6395523881953892;-0.09479459212388269;0.3241358015541428;0.20641066133975983;0.5252566933631897;0.117937833070755;0.5616775341938572;-0.4094165939805019;0.9720620955800225;0.10905483869077165;0.0900847124624639;0.0614630167045633;0.21541913258600623;0.5314029950336461;1.0073260068893433;-0.5380238890647888;0.16547171771526337;0.7960122494135942;2.330162143765825;4.676287208544441;0.8506664135840414;-0.8501121208892197;-0.03070389416943769;0.9223147948004213;-0.5410942784817326;
1;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.4;0.5;0.5;1;0.4210362276158974;5.551987101590683;2.73983182489893;0.4700548166781582;0.9789903245178984;-0.12339861690998077;0.26267218589782715;0.1311875879764557;0.608352909686693;-1.142481800944886;0.4700548166781582;0.7223153132736291;0.32716200018985325;0.643975494426112;-0.09068241689099545;0.3270697353404384;0.20472121238708496;0.5265071392059326;0.13312332332134247;0.5634981428532321;-0.4112835953559831;0.9789903245178984;0.10875190431638304;0.09025696116703273;0.060668423857328596;0.21374690850378825;0.5325739815916655;1.0102980136871338;-0.5390673279762268;0.19144469499588013;0.7988871730977951;2.328548229542947;4.681952898226421;0.8506499441051008;-0.8502559725638343;-0.02588645447988526;0.9252724164307503;-0.5416559734242153;
2;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.4;0.5;0.5;1;0.6386430029816546;5.4047205548488755;2.737479838399363;1.1333414041962127;0.9804145628131576;-0.3657800555229187;0.24028092622756958;0.00012258440256118774;0.8284293583355715;-1.2891131129200588;1.1333414041962127;0.6927559917961876;0.6275210864163244;0.29347597903814115;-0.30302794688128626;0.2696285241313837;0.20498427748680115;0.5267996191978455;0.15079815685749054;0.5636611764004817;-0.41064836058934784;0.9804145628131576;0.1141777276421696;0.09485066044254155;0.06356025254153058;0.2144693435310553;0.5331556444519985;1.0126513242721558;-0.5394012928009033;0.21048955619335175;0.8008272886255817;2.326831477810015;4.685089917923781;0.850802868621316;-0.8504858626499383;-0.023223235925482186;0.927602738007162;-0.5417236163934516;
3;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.4;0.5;0.5;1;0.43292769648189006;5.5974152357672;2.737852495353223;0.861172263607755;0.9894443174131771;-0.17516422271728516;0.32229092717170715;0.028271395713090897;0.6809914534344615;-1.094396627924376;0.861172263607755;0.7306092897571488;0.5542452270114475;0.47602748094461356;-0.1197397000161404;0.3698936752661685;0.205455020070076;0.5285804867744446;0.16765011847019196;0.5651072192734312;-0.4086265565119897;0.9894443174131771;0.1070829258724929;0.08949144476807125;0.058805053581618846;0.2144041645468831;0.5344609921326064;1.0104511976242065;-0.5399582982063293;0.2251354306936264;0.7996109820339998;2.3292259388412333;4.684446937661717;0.8507786580565118;-0.8504465536490549;-0.023769400305524126;0.9254065422593011;-0.5423352382368818;
4;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.4;0.5;0.5;1;0.41773070286453556;5.5883093989113615;2.7389855230002174;0.6804264776657741;1.0004024619466036;-0.14220798015594482;0.30189672112464905;0.17277105152606964;0.6423594541667984;-1.0990827785356336;0.6804264776657741;0.7289765543174106;0.45861707164328225;0.566636742844854;-0.0963462729916166;0.3585603954091344;0.20721980929374695;0.5308053493499756;0.1867106705904007;0.5664531977865996;-0.40420687026740926;1.0004024619466036;0.10743919985845901;0.09043032476347893;0.05801325735896608;0.21626284177009483;0.5366066750858722;1.0042494535446167;-0.5401654839515686;0.23628750443458557;0.795263789335309;2.334778652732808;4.678991311702358;0.8507050034690905;-0.8502306075686753;-0.028406282416862137;0.9192263927877492;-0.5430061121932548;
5;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.4;0.5;0.5;1;0.3523440117875991;5.649012842316341;2.742824048136792;0.35741054795209926;1.0039958040027415;-0.0544254370033741;0.2983005940914154;0.2761174738407135;0.563724433184666;-1.0339585686762411;0.35741054795209926;0.7395870050260541;0.25874421416961946;0.6928494566911017;-0.028551015586412154;0.36758553976052555;0.20959056913852692;0.5316283702850342;0.2025000900030136;0.5662830333842779;-0.39978610381299595;1.0039958040027415;0.10548886296841614;0.0889928525148027;0.05664073103030941;0.21848985439000718;0.5372924433880651;0.9947906136512756;-0.5401213765144348;0.24463783204555511;0.7884300642204869;2.343037944323796;4.669454832487126;0.8504549720194665;-0.8496712531360265;-0.03650234275886943;0.909823488337673;-0.5437716107903218;
6;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.4;0.5;0.5;1;0.278360857004956;5.770023936536731;2.7447026727269788;0.120123732414126;1.0110871313166807;0.05334855616092682;0.30548399686813354;0.33327212929725647;0.47872445368001165;-0.9055767775400243;0.120123732414126;0.7589136222376781;0.09094445109358403;0.7534447510157596;0.06244300127028522;0.3808284719697095;0.21346326172351837;0.5331856608390808;0.22650444507598877;0.5662255687718837;-0.39241540689716914;1.0110871313166807;0.10161645970187233;0.0861107580364027;0.053952221759055966;0.22207433752715863;0.5385808830149864;0.9838183522224426;-0.5395073890686035;0.25073519349098206;0.7801750687501974;2.3522872658298097;4.656382099301765;0.8503323207071425;-0.8489990205166243;-0.047599567235501926;0.8989184501707802;-0.5442673457921537;
7;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.4;0.5;0.5;1;0.17675125815400927;6.068233983200589;2.747239086366603;1.6762688570164272;-1.412519395852468;0.19084110856056213;0.3598417639732361;0.34735792875289917;0.4237761616401355;-0.5996480024219678;0.24886307969433086;0.5;0.4972214635840481;-0.05263854245072823;0.24056325491896696;0.3545779097281633;0.21762524545192719;0.5345518589019775;0.2413891702890396;0.565913146204322;-0.38469667844297134;1.0172874503888287;0.09999999999999998;-0.09875003339896742;0.015761691016601458;0.20775024211203044;0.5361280280036377;0.9711580872535706;-0.5380725264549255;0.2579202950000763;0.7702178715497506;2.362542407923632;4.638464887389664;0.8501664281892205;-0.8478445032331227;-0.06279055627557775;0.8863736369302583;-0.5443515820824834;
8;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.4;0.5;0.5;1;0.17010945043944511;6.145327415202516;2.757764576759798;0.8411098658313962;-2.2908526997668517;0.33086487650871277;0.4044423997402191;0.3636045753955841;0.40670945332319924;-0.2462298332750747;0.5562264633402286;0.5;0.3726917276882232;0.3333179804822526;0.36813404927753507;0.4377741977884444;0.2188427597284317;0.5324590802192688;0.25229349732398987;0.5635165220494153;-0.3840877252521454;1.006275129698676;0.09999999999999998;-0.07517685564727077;-0.06594270524470018;0.21132507416370463;0.5258648096947988;0.957564115524292;-0.5363404154777527;0.2637619972229004;0.7594812345103281;2.3736768515076525;4.617630516039811;0.849474366126902;-0.8456634330780761;-0.08037447767360106;0.8729977722164843;-0.5443778632451128;
9;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.25;2.0;0.4;0.5;0.5;1;0.24918636241006217;5.839266266978228;2.7528930350725123;0.9463922569114918;1.398374773297361;0.4629690945148468;0.457236111164093;0.3743937015533447;0.44844966308640466;0.07358432559515594;0.9959368965163723;0.5;0.4056558262854523;0.29230694586456024;0.5035346771433921;0.486466805750549;0.22620095312595367;0.5349193811416626;0.2598375082015991;0.5630936051891512;-0.37033471460620215;1.0179824216505966;
