i;T_Z;v_z;CX;CY;k;R;D_12;D_23;safety_radius;eta_vf;eta_apf;v_f;v_cruis;k_f;distance_12;p12_APF;p23;angle_1_APF;angle_2_APF;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;px_3;py_3;pz_3;d_3;phi_3;angle_3;v3;vx3;vy3;setPx3;setPy3;
0;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.4040123893174385;5.63057046198661;2.972687086037412;0.42835375922378244;1.069155617812073;-0.17806150019168854;0.18004000186920166;0.12453161180019379;0.6313892541460021;-1.2981189142686858;0.42835375922378244;0.7364309679220278;0.3058941750516826;0.6698950098217074;-0.1474720826865203;0.2470295028513724;0.05160921439528465;0.5124213695526123;0.10771941393613815;0.628972828676785;-0.6455040690757101;1.069155617812073;0.11454593799997409;0.10043328088224376;0.05508110386985937;0.06165254248350903;0.5179294799395983;0.9423044323921204;-0.4734092056751251;0.1606980264186859;0.7043722677534004;2.327183016961701;4.378962678881593;0.833940176254722;-0.7880121915878708;-0.2729340643463867;0.8635032132333332;-0.5007026121097637;
1;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.393712670898469;5.6448082733292955;2.978177608576504;0.40003630607415164;1.067291243693379;-0.17019736766815186;0.18191657960414886;0.1378924697637558;0.6243333969111121;-1.2918319420011712;0.40003630607415164;0.7388725786449899;0.2877552425429909;0.6805362649135762;-0.14142184341385278;0.2499702060955065;0.04687030613422394;0.5103846788406372;0.12425887584686279;0.6302167794815772;-0.6534549081508804;1.067291243693379;0.1142016640843842;0.10002886620659654;0.05510214156514552;0.05687319275488359;0.5158948929971517;0.9464788436889648;-0.4749516248703003;0.18189218640327454;0.7084691062019816;2.3247227004256237;4.3924664983269235;0.8335051048547718;-0.7912128889524642;-0.26213150168276145;0.8673575547937185;-0.5011647750385765;
2;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.37477187386793676;5.670942549226572;2.9936470722208575;0.35190244021491346;1.047714318691352;-0.15749721229076385;0.1841457486152649;0.15565000474452972;0.6127639971556667;-1.2826274374223403;0.35190244021491346;0.7432650093469686;0.256191769265123;0.697716741579529;-0.13187803536425155;0.2539174227732178;0.038790520280599594;0.503402829170227;0.14406320452690125;0.6296754790012933;-0.6703846794693267;1.047714318691352;0.11378459026345866;0.09856973265734364;0.056841365089897095;0.04864749354633396;0.5090869656792167;0.9486517906188965;-0.4755687415599823;0.20066489279270172;0.7104763772936666;2.32326239275153;4.398728794626216;0.832268109923271;-0.7916622664460156;-0.2567899193520101;0.8694855639742949;-0.5012477334951833;
3;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.3712017710542394;5.676573949074227;3.006595500229559;0.34863755167311405;1.0459604474527948;-0.1558370292186737;0.18544651567935944;0.17506076395511627;0.6115443603433759;-1.2798165987316434;0.34863755167311405;0.744196567269465;0.2542306771022343;0.6994249735002281;-0.13041396150845028;0.2553890130293822;0.03726444020867348;0.502467930316925;0.16415344178676605;0.6298935483994437;-0.6732052406262837;1.0459604474527948;0.11407042604617512;0.0987172527251903;0.05715738021241714;0.04713616548119251;0.5081836683381667;0.9436702132225037;-0.48076096177101135;0.21886886656284332;0.7104248092166127;2.333390259603275;4.40865908011616;0.831219842437647;-0.7931729031823448;-0.2486024378789506;0.8643529229042692;-0.5056212055589064;
4;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.3692482893220077;5.679245693275082;3.0121656212974783;0.33962309703932897;1.0581358156446203;-0.15108659863471985;0.1892189383506775;0.19009587168693542;0.6080962612748182;-1.2716324451194658;0.33962309703932897;0.7446367025631461;0.24806212146329384;0.7021032706797806;-0.12628038648839046;0.2594292654186555;0.03914068266749382;0.5056962370872498;0.1825437992811203;0.6312572893900645;-0.6676928312149613;1.0581358156446203;0.11418402987699744;0.09950483008838903;0.056006976958517155;0.049091165676332725;0.5112969347831015;0.9363484382629395;-0.48461490869522095;0.2323732227087021;0.7078365975526412;2.3444727900825173;4.409769606035427;0.830765247853799;-0.793014556066636;-0.2475859667025184;0.8570469826562759;-0.5093735053654728;
5;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.3552383269505999;5.704074699987931;3.031836459286878;0.3538660742096107;1.0630799587738746;-0.1470452845096588;0.1994229108095169;0.20403197407722473;0.6073403489925424;-1.2536155315492317;0.3538660742096107;0.7486712249589321;0.2594347340250341;0.7022835765293588;-0.1211018111071554;0.2696512684624528;0.03426596522331238;0.504906952381134;0.20214106142520905;0.6336705120137899;-0.6745049243575767;1.0630799587738746;0.11398200193825359;0.09960397575938348;0.05541610577058074;0.044226362799250726;0.5104485629581921;0.9279152750968933;-0.48904886841773987;0.2425473928451538;0.704960562190426;2.3573315349293003;4.411420268445251;0.8291420025424971;-0.7918718763154462;-0.24579542689162656;0.8487280874653487;-0.5136284111069025;
6;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.34200535997169523;5.727894032226506;3.0498033718589586;0.3666575186702296;1.0812309336698627;-0.1403610110282898;0.21228225529193878;0.21399253606796265;0.6051692273300138;-1.2299791918110763;0.3666575186702296;0.7524486735599825;0.2697506907012225;0.7024340333500296;-0.11338594195816755;0.28252565862694173;0.031812455505132675;0.5077885389328003;0.21711118519306183;0.6374533316908023;-0.674687916857996;1.0812309336698627;0.11375360942074197;0.1003918047477817;0.05349176755099791;0.041851635979910845;0.5131377156879001;0.9167954325675964;-0.4955742657184601;0.2510398030281067;0.701836969192585;2.3751154550009637;4.416880239948419;0.827634646445278;-0.7917600839409354;-0.2410292046089915;0.8376194241735029;-0.5196771861793592;
7;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.3291913995114832;5.752064591043065;3.0660024788904052;0.38743100323596835;1.1092118642691535;-0.13310806453227997;0.2276708483695984;0.22917747497558594;0.6037145770736624;-1.2019360737840459;0.38743100323596835;0.7561909582821755;0.28569731868937676;0.7001441333621354;-0.1045383326633423;0.29768526170581194;0.030626092106103897;0.5132546424865723;0.23153892159461975;0.6424677061850891;-0.6708153576475249;1.1092118642691535;0.11344392667463132;0.10157178763070517;0.050524216538824794;0.04078327086917441;0.5183070641404548;0.9033064246177673;-0.501735270023346;0.2588510811328888;0.697059508342237;2.395187121242881;4.417800061307956;0.8262549442868669;-0.7906611860095261;-0.23990023321477444;0.8242403060168147;-0.5257252933448234;
8;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.31682040338362033;5.7737389195625095;3.0964405781179654;0.394650808423748;1.1041718315619449;-0.13094675540924072;0.23241783678531647;0.23689977824687958;0.603432644563098;-1.1933070561920256;0.394650808423748;0.7594707496960303;0.2920057664142151;0.7010909013991675;-0.10174617876781922;0.3025269269252332;0.023036185652017593;0.5093012452125549;0.23771443963050842;0.6441438346048707;-0.6838606685749485;1.1041718315619449;0.11378447863414076;0.1016199991533071;0.05118870334483085;0.033198185567348305;0.514420115547038;0.891728937625885;-0.5069719552993774;0.2642709016799927;0.6931476137210528;2.4125799095430143;4.4192405899506175;0.8236081503828012;-0.7884720700860289;-0.23799617658952263;0.8128817306172821;-0.5307715729583297;
9;0.3;0.05;0.43;0.01;5.0;0.6;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.2985888498296473;5.805765087104432;3.1205032638067025;0.43855082407397594;0.9521549430755835;-0.12310488522052765;0.24405048787593842;0.2553720474243164;0.6005869170484633;-1.1704873165881087;0.4032435870251371;0.5;0.21231393696779244;0.4526839870916976;-0.1018734915237484;0.2893188865851082;0.016346445307135582;0.5080744028091431;0.2442944347858429;0.6474468117488317;-0.6930670965129545;1.1106572744180145;0.09999999999999998;0.08146671091045829;0.05799288761073906;0.02449311639818141;0.513873691570217;0.8817228078842163;-0.5111493468284607;0.26718470454216003;0.6896739351770023;2.4274361672937568;4.419729814497676;0.8214641396884732;-0.7865355617350991;-0.236991862561092;0.8030692517107064;-0.5348485330845699;
