i;T_Z;v_z;CX;CY;k;R;D_12;D_23;safety_radius;eta_vf;eta_apf;v_f;v_cruis;k_f;distance_12;p12_APF;p23;angle_1_APF;angle_2_APF;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;px_2;py_2;pz_2;d_2;phi_2;angle_2;v2;vx2;vy2;setPx2;setPy2;px_3;py_3;pz_3;d_3;phi_3;angle_3;v3;vx3;vy3;setPx3;setPy3;
0;0.3;0.05;0.43;0.01;5.0;0.65;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.7926946824836875;4.9961235091407765;2.2321172815108405;0.18016751433885386;1.5463360733586964;-0.21339786052703857;0.11879566311836243;0.14369399845600128;0.6525314576663218;-1.4032854249241065;0.18016751433885386;0.5880026128502982;0.10536676296536356;0.5784850196685983;-0.20286118423050223;0.17664416508522227;0.3524903953075409;0.6738950610160828;0.11633168905973434;0.6684043617909218;-0.11622362688529665;1.5463360733586964;0.11049891083208774;0.1104658565101097;0.0027025618523043833;0.36353698095855186;0.6741653172013132;1.157644271850586;-0.43122878670692444;0.1698242574930191;0.8509694639502842;2.115893654625544;4.474505940057597;0.8780089604642463;-0.8532833543578446;-0.20689913443833255;1.0723159364148014;-0.4519187001507577;
1;0.3;0.05;0.43;0.01;5.0;0.65;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.7888283980270284;4.995988463979516;2.2308780342605288;0.14329117517698944;1.556829784024447;-0.20495207607746124;0.11987213045358658;0.16106882691383362;0.6443881004220112;-1.3994530143299875;0.14329117517698944;0.5879628280062945;0.08396187225067422;0.5819370164591018;-0.19655588885239383;0.17806583209949675;0.35497742891311646;0.6755061745643616;0.1325286626815796;0.6697214753580604;-0.11225617112991669;1.556829784024447;0.11045824355375478;0.11044747049796073;0.0015426696285013135;0.36602217596291253;0.6756604415272117;1.1552902460098267;-0.43251216411590576;0.19192259013652802;0.8496251858010904;2.118621863130612;4.47387843924166;0.8780640931680344;-0.8532069289465047;-0.20744755508001686;1.0699695531151763;-0.45325691962390746;
2;0.3;0.05;0.43;0.01;5.0;0.65;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.7848038135267278;4.996455654456386;2.234109170735591;0.1109181196769802;1.565920205128325;-0.1969662308692932;0.12183232605457306;0.17816022038459778;0.6368619346461398;-1.394282125837478;0.1109181196769802;0.5881004521810955;0.06509732428895854;0.5844865098751444;-0.19045649844039736;0.1802809770420875;0.35801345109939575;0.6767328381538391;0.15069185197353363;0.6706077398116521;-0.10755247311427764;1.565920205128325;0.11056009255141902;0.11055877818454761;0.0005391023264088547;0.3690693289178505;0.67678674838648;1.1496787071228027;-0.4369629919528961;0.20962640643119812;0.847179648989182;2.1265566976213135;4.475650361737826;0.8779202442037237;-0.8534333335975572;-0.20590167626147782;1.064335373763047;-0.4575531595790439;
3;0.3;0.05;0.43;0.01;5.0;0.65;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.7765700505192082;5.006764510827384;2.2473725921596137;0.08939994955602952;1.5717334509873295;-0.18953660130500793;0.12700065970420837;0.19409796595573425;0.6304877117976053;-1.3841427179731043;0.08939994955602952;0.5911285478354127;0.052776495371353316;0.5887678673317025;-0.1842589517678726;0.18587744643737864;0.3577703833580017;0.6779236197471619;0.17220045626163483;0.6718177426478117;-0.10772192162090209;1.5717334509873295;0.11066916515344905;0.11066911655852524;-0.00010371073684182343;0.3688372950138542;0.6779132486734777;1.1395663022994995;-0.443663626909256;0.22569842636585236;0.8421965469766813;2.1396506705387117;4.475950993945831;0.8773263669973509;-0.8529178410475031;-0.2055059868997413;1.0542745181947493;-0.4642142255992301;
4;0.3;0.05;0.43;0.01;5.0;0.65;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.7660547968579329;5.016762428343001;2.2607851304363105;0.07808881032875294;1.5606843760980678;-0.18209213018417358;0.13591855764389038;0.21035002171993256;0.6249098006852805;-1.3679084884308803;0.07808881032875294;0.594049203487198;0.04634146473788004;0.5922389085577899;-0.17745798371038557;0.19514244849966939;0.3622909188270569;0.6748870611190796;0.19542507827281952;0.6683257616737895;-0.10148560959429513;1.5606843760980678;0.11079547892890679;0.11078981447261892;0.0011203393273946675;0.37336990027431877;0.6749990950518191;1.1272047758102417;-0.4553074836730957;0.24548813700675964;0.8382156964497848;2.1592995208420156;4.4851482877853;0.8767202061752889;-0.8541812618638712;-0.19751630767277362;1.0417866496238546;-0.4750591144403731;
5;0.3;0.05;0.43;0.01;5.0;0.65;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.7571172431934599;5.029946140851093;2.2706918322459577;0.09099741032143926;1.5529323295001234;-0.17883113026618958;0.14649581909179688;0.22290146350860596;0.6239442713982927;-1.3502499099902554;0.09099741032143926;0.5978756577314333;0.05433008374607036;0.5954020021027296;-0.17339812189158255;0.20603601930206983;0.3655054569244385;0.6727316975593567;0.2135741412639618;0.6658624850796387;-0.09701074366176218;1.5529323295001234;0.11067425028634226;0.11065659143981219;0.001976979354068829;0.3765711160684197;0.6729293954947636;1.113526463508606;-0.4605260491371155;0.25348353385925293;0.8298211790700241;2.1736810885841957;4.4767983170235714;0.876268822615134;-0.8520633333601918;-0.20453636701191266;1.0283201301725868;-0.48097968583830675;
6;0.3;0.05;0.43;0.01;5.0;0.65;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.7495173639740618;5.042521743303567;2.2802450711535496;0.11831459467380222;1.543769641527364;-0.17773596942424774;0.15849366784095764;0.23192551732063293;0.6256144003464841;-1.331152612570913;0.11831459467380222;0.60149860778582;0.07100014564941157;0.5972935245639635;-0.17063595485930658;0.218223020297354;0.3701138496398926;0.6699981689453125;0.22645346820354462;0.6627095397050797;-0.0904890486948942;1.543769641527364;0.11056266738023546;0.11052229004582555;0.0029877786495978694;0.38116607864447516;0.6702969468102723;1.0953505039215088;-0.4639555513858795;0.2548874020576477;0.8168997231962433;2.1897560224586554;4.455977939241616;0.8758305632395351;-0.8471965124919424;-0.22211988818197148;1.0106308526723145;-0.48616754020407665;
7;0.3;0.05;0.43;0.01;5.0;0.65;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.7412015803386105;5.059192940086846;2.2946730376396047;0.1428813916801831;1.5417544618819417;-0.17643696069717407;0.16946007311344147;0.23979482054710388;0.6270512755883444;-1.3136709473037782;0.1428813916801831;0.6062597133848644;0.08632879540097435;0.600081810387646;-0.16780408115707662;0.22946825415220606;0.37069958448410034;0.6694814562797546;0.2431454211473465;0.6621422282691418;-0.0896785802110377;1.5417544618819417;0.11047998884043753;0.11043340105109359;0.0032080939000472754;0.3817429245892097;0.6698022656697593;1.0801805257797241;-0.468249648809433;0.26026085019111633;0.8071291363155865;2.204994457428567;4.441717602489398;0.875163062942893;-0.843299777464576;-0.23399972664040175;0.9958505480332666;-0.49164962147347313;
8;0.3;0.05;0.43;0.01;5.0;0.65;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.7338440320933199;5.072935048044797;2.313612537425046;0.16980284328580608;1.5350103047973633;-0.1756051480770111;0.18023933470249176;0.2463529407978058;0.6290779176360631;-1.2967621812581596;0.16980284328580608;0.6101476070973612;0.10310764281957895;0.6013725271733203;-0.1652943837950532;0.2403765874198238;0.37296003103256226;0.6676850318908691;0.25246137380599976;0.6601538905687823;-0.08651192212336964;1.5350103047973633;0.1106717299472601;0.1106008722223962;0.003959655687614306;0.38402011825480187;0.6680809974596306;1.061864972114563;-0.47666242718696594;0.2708580493927002;0.7975548012649956;2.227100615301676;4.433527387704708;0.8742764446342739;-0.8405026391849314;-0.24065455567163405;0.9778147081960699;-0.5007278827541294;
9;0.3;0.05;0.43;0.01;5.0;0.65;4.71238898038469;4.71238898038469;0.3;2.0;0.2;0.5;0.5;1;0.7283017356378815;5.080115404281055;2.3242358843128548;0.1977472595848272;1.5153516700764411;-0.17565898597240448;0.18979917466640472;0.25235483050346375;0.6317836263309151;-1.2822178214526363;0.1977472595848272;0.6121656041320942;0.12026666244726403;0.6002355011045313;-0.16363231972767808;0.24982272477685785;0.3782326579093933;0.6626918315887451;0.259319931268692;0.6547415404033844;-0.07914791855410527;1.5153516700764411;0.11079910000772891;0.11062883932273578;0.006140071060421391;0.38929554184166687;0.6633058386947872;1.0463660955429077;-0.4826388657093048;0.2768441438674927;0.7890501984932007;2.2450879657587492;4.4234158875199325;0.8737738897612564;-0.8375446174651321;-0.24899763891190155;0.9626116337963945;-0.507538629600495;
